1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
1,1,1,1,1,1,1,1,1,Fraud
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
0,0,0,0,0,0,0,0,0,Complete Transactions
